0,49818
1,79641
2,25807
3,24557
4,72863
5,42938
6,60224
7,31195
8,24640
9,39084
10,44858
11,28579
12,28794
13,28060
14,48612
15,51123
16,38501
17,24489
18,36304
19,41555
20,48629
21,28526
22,48028
23,120028
24,41306
25,25340
26,37687
27,46166
28,46723
29,40505
30,32196
31,31846
32,56484
33,30510
34,27061
35,35783
36,40239
37,24241
38,47174
39,48483
40,81054
41,58460
42,58286
43,36999
44,30950
45,54359
46,33880
47,58905
48,46429
49,34652
50,48508
51,40906
52,28445
53,28455
54,27561
55,39103
56,30862
57,32249
58,41647
59,28438
60,31213
61,33448
62,33565
63,120016
64,31643
65,38120
66,29463
67,52246
68,45060
69,39737
70,42441
71,62377
72,47393
73,63159
74,35330
75,46256
76,43813
77,24958
78,35616
79,31613
80,59590
81,52096
82,47376
83,43126
84,34866
85,38370
86,39104
87,31964
88,45274
89,65563
90,26389
91,38752
92,31010
93,46629
94,28440
95,30247
96,27860
97,38533
98,46046
99,57810
100,120007
101,33850
102,44406
103,61827
104,25923
105,43459
106,38104
107,68595
108,88295
109,42942
110,39218
111,26861
112,26830
113,42503
114,28276
115,26758
116,74934
117,49882
118,47210
119,119726
120,75582
121,35047
122,66793
123,61726
124,32745
125,29059
126,70268
127,48562
128,44192
129,25256
130,39808
131,35317
132,50315
133,26777
134,48058
135,41687
136,39787
137,38453
138,34349
139,23307
140,39933
141,24627
142,59058
143,40069
144,67278
145,35349
146,33161
147,66529
148,41039
149,50514
150,38515
151,57335
152,30566
153,30907
154,37170
155,42956
156,26755
157,30561
158,36852
159,30933
160,65743
161,55333
162,44030
163,80570
164,27163
165,55659
166,59180
167,28176
168,50326
169,48781
170,25405
171,37086
172,27844
173,34265
174,27792
175,72635
176,120025
177,120012
178,42374
179,39652
180,36137
181,42138
182,26241
183,25993
184,30012
185,27575
186,31613
187,41044
188,37498
189,47179
190,34530
191,19353
192,31114
193,38501
194,26307
195,34944
196,28793
197,33768
198,41841
199,39335
200,29111
201,36105
202,35948
203,32759
204,62623
205,29793
206,44380
207,34895
208,30560
209,52668
210,26661
211,35852
212,99637
213,120011
214,50450
215,28945
216,66193
217,28516
218,36415
219,29427
220,34166
221,25205
222,27174
223,38003
224,60740
225,31197
226,45996
227,57677
228,23243
229,27409
230,27712
231,36001
232,58457
233,39352
234,76543
235,44371
236,30764
237,41088
238,35314
239,30332
240,53538
241,49147
242,31348
243,74916
244,29564
245,85144
246,89199
247,30012
248,28429
249,24720
250,40389
251,35898
252,38056
253,28195
254,98825
255,36304
256,26858
257,26474
258,34467
259,50414
260,39251
261,23923
262,43505
263,26992
264,29113
265,74053
266,46992
267,46810
268,44378
269,67394
270,59617
271,30559
272,49011
273,49912
274,32431
275,42706
276,60171
277,39088
278,29212
279,43655
280,71819
281,30813
282,54048
283,28643
284,56738
285,38493
286,35104
287,48544
288,61288
289,32248
290,91318
291,38837
292,27073
293,45649
294,44392
295,83762
296,44392
297,43674
298,36835
299,32060
300,88144
301,28831
302,40537
303,29207
304,30362
305,27795
306,27573
307,32265
308,40104
309,39201
310,44044
311,30811
312,28774
313,31897
314,40140
315,29774
316,23936
317,41705
318,107935
319,27761
320,29514
321,69409
322,35088
323,120023
324,32186
325,49111
326,31210
327,55102
328,52263
329,31584
330,35401
331,99978
332,44374
333,34581
334,49612
335,27428
336,34166
337,29113
338,28490
339,86799
340,30584
341,31006
342,26525
343,68380
344,54219
345,26209
346,120029
347,112619
348,31729
349,26673
350,39072
351,68467
352,39003
353,34162
354,38505
355,31545
356,48229
357,24455
358,37985
359,26958
360,37258
361,49280
362,34634
363,24725
364,75101
365,34032
366,40823
367,27492
368,32532
369,53698
370,36335
371,32295
372,51665
373,85428
374,32580
